Image_ID,Region_Index,BBox_X,BBox_Y,BBox_W,BBox_H,Region_Area_px,Region_Area_Ratio,Region_Mean_Saliency,Region_Max_Saliency,Region_Attention_Ratio,Quadrant,Center_X,Center_Y
924,2,180,522,30,17,510,0.00098,4.094,17.0,0.00014,Q3_BottomLeft,195.0,530.5
924,3,182,479,58,26,1508,0.00291,12.773,62.0,0.0013,Q3_BottomLeft,211.0,492.0
924,4,489,440,136,25,3400,0.00656,84.467,167.0,0.01932,Q4_BottomRight,557.0,452.5
924,5,526,394,38,27,1026,0.00198,80.644,150.0,0.00557,Q4_BottomRight,545.0,407.5
924,6,145,221,122,231,28182,0.05436,77.156,227.0,0.14628,Q1_TopLeft,206.0,336.5
924,7,478,139,105,181,19005,0.03666,80.232,207.0,0.10258,Q2_TopRight,530.5,229.5
924,8,213,91,31,24,744,0.00144,129.702,168.0,0.00649,Q1_TopLeft,228.5,103.0
924,9,165,91,34,25,850,0.00164,198.652,208.0,0.01136,Q1_TopLeft,182.0,103.5
924,10,79,91,32,24,768,0.00148,181.646,216.0,0.00938,Q1_TopLeft,95.0,103.0
924,11,256,90,30,26,780,0.0015,44.167,106.0,0.00232,Q1_TopLeft,271.0,103.0
924,12,122,90,38,26,988,0.00191,215.194,223.0,0.0143,Q1_TopLeft,141.0,103.0
924,13,35,90,31,26,806,0.00155,50.352,98.0,0.00273,Q1_TopLeft,50.5,103.0
924,14,458,85,88,67,5896,0.01137,18.396,132.0,0.0073,Q2_TopRight,502.0,118.5
924,15,163,45,37,26,962,0.00186,87.072,158.0,0.00563,Q1_TopLeft,181.5,58.0
924,16,32,43,127,29,3683,0.0071,129.953,219.0,0.0322,Q1_TopLeft,95.5,57.5
209,0,34,671,122,30,3660,0.00706,0.071,2.0,3e-05,Q3_BottomLeft,95.0,686.0
209,1,224,646,472,57,26904,0.0519,43.226,165.0,0.12974,Q4_BottomRight,460.0,674.5
209,2,8,579,199,81,16119,0.03109,7.649,48.0,0.01376,Q3_BottomLeft,107.5,619.5
209,3,419,572,264,36,9504,0.01833,92.241,207.0,0.0978,Q4_BottomRight,551.0,590.0
209,4,4,537,162,26,4212,0.00813,0.024,2.0,1e-05,Q3_BottomLeft,85.0,550.0
209,5,556,525,107,28,2996,0.00578,31.808,81.0,0.01063,Q4_BottomRight,609.5,539.0
209,6,563,435,29,10,290,0.00056,0.062,1.0,0.0,Q4_BottomRight,577.5,440.0
209,7,479,374,26,18,468,0.0009,0.041,1.0,0.0,Q4_BottomRight,492.0,383.0
209,8,14,358,85,88,7480,0.01443,0.0,0.0,0.0,Q3_BottomLeft,56.5,402.0
209,9,535,350,130,77,10010,0.01931,10.87,93.0,0.01214,Q4_BottomRight,600.0,388.5
209,10,492,253,191,62,11842,0.02284,119.198,228.0,0.15748,Q2_TopRight,587.5,284.0
209,11,432,181,249,64,15936,0.03074,94.757,230.0,0.16847,Q2_TopRight,556.5,213.0
209,12,571,118,114,15,1710,0.0033,11.782,30.0,0.00225,Q2_TopRight,628.0,125.5
209,13,583,96,102,14,1428,0.00275,4.592,15.0,0.00073,Q2_TopRight,634.0,103.0
140,0,506,653,159,28,4452,0.00859,6.209,29.0,0.003,Q4_BottomRight,585.5,667.0
140,1,136,653,149,28,4172,0.00805,0.0,0.0,0.0,Q3_BottomLeft,210.5,667.0
140,2,58,634,77,56,4312,0.00832,0.0,0.0,0.0,Q3_BottomLeft,96.5,662.0
140,3,43,488,210,51,10710,0.02066,5.42,39.0,0.0063,Q3_BottomLeft,148.0,513.5
140,4,45,353,177,29,5133,0.0099,129.839,198.0,0.07238,Q3_BottomLeft,133.5,367.5
140,5,45,283,199,49,9751,0.01881,148.743,215.0,0.15752,Q1_TopLeft,144.5,307.5
140,6,44,228,293,51,14943,0.02883,102.51,220.0,0.16636,Q1_TopLeft,190.5,253.5
140,7,43,179,133,27,3591,0.00693,76.704,161.0,0.02992,Q1_TopLeft,109.5,192.5
140,8,44,145,104,27,2808,0.00542,21.792,76.0,0.00665,Q1_TopLeft,96.0,158.5
140,9,92,30,31,40,1240,0.00239,0.0,0.0,0.0,Q1_TopLeft,107.5,50.0
140,10,271,20,417,50,20850,0.04022,24.783,134.0,0.05612,Q2_TopRight,479.5,45.0
722,0,543,385,71,18,1278,0.00247,170.786,207.0,0.01407,Q4_BottomRight,578.5,394.0
722,1,300,384,32,15,480,0.00093,210.594,236.0,0.00652,Q3_BottomLeft,316.0,391.5
722,2,360,353,25,11,275,0.00053,223.065,225.0,0.00395,Q2_TopRight,372.5,358.5
722,3,351,294,52,56,2912,0.00562,213.19,224.0,0.04002,Q2_TopRight,377.0,322.0
722,4,496,284,78,70,5460,0.01053,164.042,184.0,0.05774,Q2_TopRight,535.0,319.0
531,0,135,209,199,34,6766,0.01305,150.932,235.0,0.0577,Q1_TopLeft,234.5,226.0
531,1,371,175,185,158,29230,0.05639,122.011,226.0,0.20152,Q2_TopRight,463.5,254.0
531,2,119,139,170,56,9520,0.01836,202.176,244.0,0.10876,Q1_TopLeft,204.0,167.0
531,3,120,81,224,55,12320,0.02377,125.794,225.0,0.08757,Q1_TopLeft,232.0,108.5
531,4,540,12,153,72,11016,0.02125,14.047,95.0,0.00874,Q2_TopRight,616.5,48.0
528,0,340,642,319,62,19778,0.03815,6.865,81.0,0.00905,Q4_BottomRight,499.5,673.0
528,1,56,641,257,63,16191,0.03123,25.381,115.0,0.02741,Q3_BottomLeft,184.5,672.5
528,2,396,530,139,34,4726,0.00912,123.385,207.0,0.03889,Q4_BottomRight,465.5,547.0
528,3,398,489,139,37,5143,0.00992,152.88,208.0,0.05244,Q4_BottomRight,467.5,507.5
528,4,521,396,70,28,1960,0.00378,29.723,70.0,0.00389,Q4_BottomRight,556.0,410.0
528,5,440,279,223,104,23192,0.04474,51.691,167.0,0.07995,Q2_TopRight,551.5,331.0
528,6,450,175,203,96,19488,0.03759,54.82,199.0,0.07125,Q2_TopRight,551.5,223.0
528,7,451,133,216,25,5400,0.01042,92.968,185.0,0.03348,Q2_TopRight,559.0,145.5
528,8,462,85,191,40,7640,0.01474,133.04,233.0,0.06779,Q2_TopRight,557.5,105.0
528,9,481,43,147,37,5439,0.01049,155.028,229.0,0.05623,Q2_TopRight,554.5,61.5
528,10,13,14,225,40,9000,0.01736,28.658,130.0,0.0172,Q1_TopLeft,125.5,34.0
523,0,669,304,19,9,171,0.00033,0.0,0.0,0.0,Q2_TopRight,678.5,308.5
43,0,9,639,213,54,11502,0.02219,128.752,193.0,0.0991,Q3_BottomLeft,115.5,666.0
43,1,244,580,44,19,836,0.00161,197.513,220.0,0.01105,Q3_BottomLeft,266.0,589.5
43,2,113,577,111,49,5439,0.01049,190.067,216.0,0.06918,Q3_BottomLeft,168.5,601.5
43,3,428,556,38,10,380,0.00073,0.0,0.0,0.0,Q4_BottomRight,447.0,561.0
43,4,416,531,67,12,804,0.00155,5.024,12.0,0.00027,Q4_BottomRight,449.5,537.0
43,5,200,531,134,15,2010,0.00388,176.339,218.0,0.02372,Q3_BottomLeft,267.0,538.5
43,6,414,505,93,19,1767,0.00341,22.796,61.0,0.0027,Q4_BottomRight,460.5,514.5
43,7,204,500,126,24,3024,0.00583,185.132,232.0,0.03746,Q3_BottomLeft,267.0,512.0
43,8,425,489,77,12,924,0.00178,43.235,77.0,0.00267,Q4_BottomRight,463.5,495.0
43,9,219,479,98,13,1274,0.00246,185.458,219.0,0.01581,Q3_BottomLeft,268.0,485.5
43,10,424,457,80,29,2320,0.00448,31.207,76.0,0.00484,Q4_BottomRight,464.0,471.5
43,11,237,456,62,18,1116,0.00215,142.076,177.0,0.01061,Q3_BottomLeft,268.0,465.0
43,12,218,435,100,18,1800,0.00347,59.562,102.0,0.00717,Q3_BottomLeft,268.0,444.0
43,13,416,287,94,28,2632,0.00508,175.913,230.0,0.03098,Q2_TopRight,463.0,301.0
43,14,235,177,72,12,864,0.00167,189.299,219.0,0.01094,Q1_TopLeft,271.0,183.0
43,15,205,148,132,28,3696,0.00713,113.926,206.0,0.02818,Q1_TopLeft,271.0,162.0
639,0,557,621,91,38,3458,0.00667,85.052,159.0,0.02209,Q4_BottomRight,602.5,640.0
639,1,558,577,90,40,3600,0.00694,87.281,158.0,0.0236,Q4_BottomRight,603.0,597.0
639,2,339,308,179,100,17900,0.03453,141.529,220.0,0.19025,Q2_TopRight,428.5,358.0
639,3,335,37,38,20,760,0.00147,0.833,3.0,5e-05,Q1_TopLeft,354.0,47.0
692,0,230,634,482,59,28438,0.05486,27.748,148.0,0.08349,Q4_BottomRight,471.0,663.5
692,1,26,614,188,83,15604,0.0301,51.727,169.0,0.0854,Q3_BottomLeft,120.0,655.5
692,2,58,563,121,33,3993,0.0077,34.072,114.0,0.01439,Q3_BottomLeft,118.5,579.5
692,3,641,529,48,56,2688,0.00519,0.0,0.0,0.0,Q4_BottomRight,665.0,557.0
692,4,527,375,111,27,2997,0.00578,70.082,142.0,0.02222,Q4_BottomRight,582.5,388.5
692,5,539,278,76,80,6080,0.01173,76.127,145.0,0.04897,Q2_TopRight,577.0,318.0
692,6,539,227,87,43,3741,0.00722,80.18,141.0,0.03174,Q2_TopRight,582.5,248.5
692,7,253,68,227,23,5221,0.01007,85.129,217.0,0.04703,Q2_TopRight,366.5,79.5
692,8,406,40,71,24,1704,0.00329,0.31,5.0,6e-05,Q2_TopRight,441.5,52.0
692,9,267,28,103,35,3605,0.00695,124.193,200.0,0.04737,Q1_TopLeft,318.5,45.5
692,10,425,21,37,12,444,0.00086,0.0,0.0,0.0,Q2_TopRight,443.5,27.0
48,0,453,653,219,55,12045,0.02323,31.647,126.0,0.03182,Q4_BottomRight,562.5,680.5
48,1,212,652,220,56,12320,0.02377,101.564,204.0,0.10444,Q3_BottomLeft,322.0,680.0
48,2,5,621,172,73,12556,0.02422,56.708,155.0,0.05943,Q3_BottomLeft,91.0,657.5
48,3,548,611,44,16,704,0.00136,88.943,116.0,0.00523,Q4_BottomRight,570.0,619.0
48,4,438,610,33,8,264,0.00051,0.152,1.0,0.0,Q4_BottomRight,454.5,614.0
48,5,225,584,69,13,897,0.00173,0.0,0.0,0.0,Q3_BottomLeft,259.5,590.5
48,6,11,571,121,38,4598,0.00887,47.838,133.0,0.01836,Q3_BottomLeft,71.5,590.0
48,7,422,562,77,44,3388,0.00654,0.82,17.0,0.00023,Q4_BottomRight,460.5,584.0
48,8,158,562,29,9,261,0.0005,0.0,0.0,0.0,Q3_BottomLeft,172.5,566.5
48,9,567,544,64,11,704,0.00136,0.185,2.0,1e-05,Q4_BottomRight,599.0,549.5
48,10,298,541,26,57,1482,0.00286,0.0,0.0,0.0,Q3_BottomLeft,311.0,569.5
48,11,123,540,72,21,1512,0.00292,0.0,0.0,0.0,Q3_BottomLeft,159.0,550.5
48,12,211,518,81,49,3969,0.00766,0.0,0.0,0.0,Q3_BottomLeft,251.5,542.5
48,13,106,496,72,13,936,0.00181,0.0,0.0,0.0,Q3_BottomLeft,142.0,502.5
48,14,87,476,110,18,1980,0.00382,0.0,0.0,0.0,Q3_BottomLeft,142.0,485.0
48,15,448,460,37,13,481,0.00093,0.0,0.0,0.0,Q4_BottomRight,466.5,466.5
48,16,583,458,106,82,8692,0.01677,0.0,0.0,0.0,Q4_BottomRight,636.0,499.0
48,17,88,450,108,25,2700,0.00521,0.0,0.0,0.0,Q3_BottomLeft,142.0,462.5
48,18,229,446,38,14,532,0.00103,1.647,10.0,7e-05,Q3_BottomLeft,248.0,453.0
48,19,530,445,75,14,1050,0.00203,0.0,0.0,0.0,Q4_BottomRight,567.5,452.0
48,20,428,445,55,12,660,0.00127,0.0,0.0,0.0,Q4_BottomRight,455.5,451.0
48,21,427,431,60,12,720,0.00139,0.126,2.0,1e-05,Q4_BottomRight,457.0,437.0
48,22,210,426,61,18,1098,0.00212,3.521,26.0,0.00032,Q3_BottomLeft,240.5,435.0
48,23,511,424,114,19,2166,0.00418,0.0,0.0,0.0,Q4_BottomRight,568.0,433.5
48,24,424,416,44,12,528,0.00102,1.085,8.0,5e-05,Q4_BottomRight,446.0,422.0
48,25,290,413,108,42,4536,0.00875,130.816,217.0,0.04953,Q3_BottomLeft,344.0,434.0
48,26,511,397,114,26,2964,0.00572,0.0,0.0,0.0,Q4_BottomRight,568.0,410.0
48,27,210,397,60,26,1560,0.00301,12.581,71.0,0.00164,Q3_BottomLeft,240.0,410.0
48,28,291,388,107,24,2568,0.00495,180.096,224.0,0.0386,Q3_BottomLeft,344.5,400.0
48,29,141,361,37,18,666,0.00128,0.0,0.0,0.0,Q3_BottomLeft,159.5,370.0
48,30,91,360,44,20,880,0.0017,0.0,0.0,0.0,Q3_BottomLeft,113.0,370.0
48,31,207,297,51,22,1122,0.00216,0.136,3.0,1e-05,Q1_TopLeft,232.5,308.0
48,32,265,296,43,21,903,0.00174,6.693,30.0,0.0005,Q1_TopLeft,286.5,306.5
48,33,567,294,57,22,1254,0.00242,0.0,0.0,0.0,Q2_TopRight,595.5,305.0
48,34,508,294,50,24,1200,0.00231,5.794,33.0,0.00058,Q2_TopRight,533.0,306.0
48,35,373,254,107,19,2033,0.00392,180.4,225.0,0.03061,Q2_TopRight,426.5,263.5
48,36,344,222,167,26,4342,0.00838,113.712,218.0,0.04121,Q2_TopRight,427.5,235.0
48,37,343,178,167,37,6179,0.01192,64.24,183.0,0.03313,Q2_TopRight,426.5,196.5
48,38,143,22,428,55,23540,0.04541,42.264,148.0,0.08304,Q1_TopLeft,357.0,49.5
12,0,458,637,231,59,13629,0.02629,56.224,174.0,0.07023,Q4_BottomRight,573.5,666.5
12,1,214,636,235,60,14100,0.0272,71.959,176.0,0.09299,Q3_BottomLeft,331.5,666.0
12,2,25,625,152,78,11856,0.02287,64.278,166.0,0.06984,Q3_BottomLeft,101.0,664.0
12,3,69,612,101,26,2626,0.00507,82.534,153.0,0.01986,Q3_BottomLeft,119.5,625.0
12,4,485,157,57,33,1881,0.00363,155.476,207.0,0.0268,Q2_TopRight,513.5,173.5
591,0,488,673,154,38,5852,0.01129,47.623,120.0,0.02199,Q4_BottomRight,565.0,692.0
591,1,134,644,340,68,23120,0.0446,64.684,149.0,0.11802,Q3_BottomLeft,304.0,678.0
591,2,490,636,151,37,5587,0.01078,60.606,110.0,0.02672,Q4_BottomRight,565.5,654.5
591,3,642,530,42,17,714,0.00138,0.0,0.0,0.0,Q4_BottomRight,663.0,538.5
591,4,30,425,661,103,68083,0.13133,47.882,204.0,0.25727,Q4_BottomRight,360.5,476.5
591,5,0,353,31,37,1147,0.00221,0.0,0.0,0.0,Q3_BottomLeft,15.5,371.5
591,6,625,263,85,36,3060,0.0059,0.0,0.0,0.0,Q2_TopRight,667.5,281.0
591,7,61,109,123,21,2583,0.00498,137.573,205.0,0.02804,Q1_TopLeft,122.5,119.5
24,0,366,619,43,68,2924,0.00564,0.0,0.0,0.0,Q4_BottomRight,387.5,653.0
24,1,408,608,18,14,252,0.00049,0.0,0.0,0.0,Q4_BottomRight,417.0,615.0
24,2,308,525,74,69,5106,0.00985,35.522,134.0,0.01603,Q3_BottomLeft,345.0,559.5
24,3,382,477,77,75,5775,0.01114,53.156,162.0,0.02712,Q4_BottomRight,420.5,514.5
24,4,429,82,118,21,2478,0.00478,135.135,218.0,0.02959,Q2_TopRight,488.0,92.5
449,0,472,669,155,30,4650,0.00897,69.835,132.0,0.01932,Q4_BottomRight,549.5,684.0
449,1,181,669,121,30,3630,0.007,146.409,192.0,0.03162,Q3_BottomLeft,241.5,684.0
449,2,55,595,171,32,5472,0.01056,54.147,166.0,0.01763,Q3_BottomLeft,140.5,611.0
449,3,235,584,293,44,12892,0.02487,143.746,215.0,0.11025,Q4_BottomRight,381.5,606.0
449,4,341,356,145,91,13195,0.02545,130.56,225.0,0.10249,Q4_BottomRight,413.5,401.5
449,5,32,31,230,33,7590,0.01464,52.132,158.0,0.02354,Q1_TopLeft,147.0,47.5
223,0,151,620,88,38,3344,0.00645,27.603,72.0,0.00882,Q3_BottomLeft,195.0,639.0
223,1,24,585,86,74,6364,0.01228,100.79,150.0,0.06127,Q3_BottomLeft,67.0,622.0
223,2,155,580,83,39,3237,0.00624,48.512,108.0,0.015,Q3_BottomLeft,196.5,599.5
223,3,10,485,247,62,15314,0.02954,129.974,207.0,0.19011,Q3_BottomLeft,133.5,516.0
223,4,13,421,244,63,15372,0.02965,66.818,199.0,0.09811,Q3_BottomLeft,135.0,452.5
223,5,567,417,21,15,315,0.00061,0.0,0.0,0.0,Q4_BottomRight,577.5,424.5
223,6,190,300,253,42,10626,0.0205,118.938,227.0,0.12071,Q1_TopLeft,316.5,321.0
201,0,4,644,709,55,38995,0.07522,4.867,78.0,0.01555,Q3_BottomLeft,358.5,671.5
201,1,511,409,114,92,10488,0.02023,0.0,0.0,0.0,Q4_BottomRight,568.0,455.0
201,2,465,256,243,33,8019,0.01547,147.086,224.0,0.09662,Q2_TopRight,586.5,272.5
201,3,381,216,321,30,9630,0.01858,73.073,208.0,0.05764,Q2_TopRight,541.5,231.0
201,4,16,26,674,74,49876,0.09621,38.441,181.0,0.15706,Q1_TopLeft,353.0,63.0
567,0,292,642,424,70,29680,0.05725,58.079,202.0,0.17632,Q4_BottomRight,504.0,677.0
554,0,502,9,119,38,4522,0.00872,136.827,200.0,0.05045,Q2_TopRight,561.5,28.0
554,1,13,8,84,37,3108,0.006,65.361,136.0,0.01656,Q1_TopLeft,55.0,26.5
871,0,409,615,297,56,16632,0.03208,0.0,0.0,0.0,Q4_BottomRight,557.5,643.0
871,1,47,608,323,69,22287,0.04299,68.772,180.0,0.09665,Q3_BottomLeft,208.5,642.5
871,2,75,518,186,27,5022,0.00969,77.969,142.0,0.02469,Q3_BottomLeft,168.0,531.5
871,3,501,512,146,32,4672,0.00901,0.0,0.0,0.0,Q4_BottomRight,574.0,528.0
871,4,303,505,161,40,6440,0.01242,57.51,135.0,0.02335,Q4_BottomRight,383.5,525.0
871,5,93,452,110,19,2090,0.00403,76.252,136.0,0.01005,Q3_BottomLeft,148.0,461.5
871,6,309,448,133,23,3059,0.0059,137.651,165.0,0.02655,Q4_BottomRight,375.5,459.5
871,7,476,441,170,39,6630,0.01279,8.439,53.0,0.00353,Q4_BottomRight,561.0,460.5
871,8,437,372,64,27,1728,0.00333,2.799,15.0,0.0003,Q4_BottomRight,469.0,385.5
871,9,581,371,64,28,1792,0.00346,0.003,1.0,0.0,Q4_BottomRight,613.0,385.0
871,10,508,371,65,28,1820,0.00351,9.954,33.0,0.00114,Q4_BottomRight,540.5,385.0
871,11,313,371,116,29,3364,0.00649,98.868,167.0,0.02097,Q4_BottomRight,371.0,385.5
871,12,183,371,115,28,3220,0.00621,81.938,126.0,0.01664,Q3_BottomLeft,240.5,385.0
871,13,59,371,113,28,3164,0.0061,38.272,94.0,0.00764,Q3_BottomLeft,115.5,385.0
871,14,58,336,309,21,6489,0.01252,50.344,137.0,0.0206,Q1_TopLeft,212.5,346.5
871,15,59,310,153,19,2907,0.00561,90.479,144.0,0.01659,Q1_TopLeft,135.5,319.5
871,16,521,308,136,20,2720,0.00525,0.0,0.0,0.0,Q2_TopRight,589.0,318.0
871,17,75,282,162,20,3240,0.00625,105.599,161.0,0.02157,Q1_TopLeft,156.0,292.0
871,18,304,246,185,38,7030,0.01356,33.279,121.0,0.01475,Q2_TopRight,396.5,265.0
871,19,138,246,97,31,3007,0.0058,153.54,179.0,0.02911,Q1_TopLeft,186.5,261.5
871,20,574,227,33,13,429,0.00083,0.0,0.0,0.0,Q2_TopRight,590.5,233.5
871,21,53,170,300,51,15300,0.02951,65.976,174.0,0.06365,Q1_TopLeft,203.0,195.5
871,22,383,100,294,24,7056,0.01361,55.053,142.0,0.02449,Q2_TopRight,530.0,112.0
871,23,384,29,291,67,19497,0.03761,4.103,51.0,0.00504,Q2_TopRight,529.5,62.5
620,0,87,166,25,14,350,0.00068,85.711,123.0,0.00309,Q1_TopLeft,99.5,173.0
620,1,535,101,34,44,1496,0.00289,0.0,0.0,0.0,Q2_TopRight,552.0,123.0
620,2,626,100,57,40,2280,0.0044,0.0,0.0,0.0,Q2_TopRight,654.5,120.0
620,3,99,54,42,41,1722,0.00332,6.355,32.0,0.00113,Q1_TopLeft,120.0,74.5
620,4,542,33,27,26,702,0.00135,0.0,0.0,0.0,Q2_TopRight,555.5,46.0
620,5,579,18,34,26,884,0.00171,0.0,0.0,0.0,Q2_TopRight,596.0,31.0
592,0,592,577,50,21,1050,0.00203,132.971,163.0,0.01136,Q4_BottomRight,617.0,587.5
592,1,595,548,54,27,1458,0.00281,112.419,149.0,0.01333,Q4_BottomRight,622.0,561.5
592,2,525,231,31,54,1674,0.00323,96.929,167.0,0.0132,Q2_TopRight,540.5,258.0
592,3,460,219,44,77,3388,0.00654,82.238,166.0,0.02267,Q2_TopRight,482.0,257.5
740,0,268,143,407,96,39072,0.07537,119.186,220.0,0.33956,Q2_TopRight,471.5,191.0
740,1,37,71,63,24,1512,0.00292,0.0,0.0,0.0,Q1_TopLeft,68.5,83.0
740,2,69,63,30,6,180,0.00035,0.0,0.0,0.0,Q1_TopLeft,84.0,66.0
740,3,34,37,65,25,1625,0.00313,0.0,0.0,0.0,Q1_TopLeft,66.5,49.5
740,4,275,28,405,96,38880,0.075,64.587,183.0,0.18311,Q2_TopRight,477.5,76.0
572,0,0,123,39,62,2418,0.00466,0.0,0.0,0.0,Q1_TopLeft,19.5,154.0
714,0,509,579,182,87,15834,0.03054,38.247,161.0,0.05401,Q4_BottomRight,600.0,622.5
714,1,538,518,120,42,5040,0.00972,29.866,121.0,0.01342,Q4_BottomRight,598.0,539.0
714,2,234,195,144,36,5184,0.01,166.243,217.0,0.07685,Q1_TopLeft,306.0,213.0
714,3,382,194,144,39,5616,0.01083,160.731,219.0,0.0805,Q2_TopRight,454.0,213.5
714,4,47,41,616,126,77616,0.14972,32.873,188.0,0.22753,Q1_TopLeft,355.0,104.0
58,0,443,496,85,47,3995,0.00771,0.0,0.0,0.0,Q4_BottomRight,485.5,519.5
58,1,200,456,52,36,1872,0.00361,20.531,97.0,0.0027,Q3_BottomLeft,226.0,474.0
58,2,318,451,79,33,2607,0.00503,85.809,170.0,0.01571,Q3_BottomLeft,357.5,467.5
58,3,189,428,54,30,1620,0.00313,95.017,166.0,0.01081,Q3_BottomLeft,216.0,443.0
58,4,315,415,77,31,2387,0.0046,160.608,202.0,0.02693,Q3_BottomLeft,353.5,430.5
58,5,178,395,62,35,2170,0.00419,104.899,166.0,0.01599,Q3_BottomLeft,209.0,412.5
58,6,312,384,66,29,1914,0.00369,163.239,194.0,0.02194,Q3_BottomLeft,345.0,398.5
58,7,329,328,45,11,495,0.00095,169.479,177.0,0.00589,Q1_TopLeft,351.5,333.5
58,8,396,318,71,22,1562,0.00301,194.886,226.0,0.02138,Q2_TopRight,431.5,329.0
58,9,402,296,59,20,1180,0.00228,182.497,213.0,0.01512,Q2_TopRight,431.5,306.0
58,10,178,212,368,47,17296,0.03336,131.344,221.0,0.15955,Q2_TopRight,362.0,235.5
58,11,172,137,378,58,21924,0.04229,128.588,205.0,0.198,Q2_TopRight,361.0,166.0
58,12,220,61,106,23,2438,0.0047,110.77,194.0,0.01897,Q1_TopLeft,273.0,72.5
58,13,377,50,155,32,4960,0.00957,5.827,41.0,0.00203,Q2_TopRight,454.5,66.0
58,14,183,33,179,25,4475,0.00863,46.368,156.0,0.01457,Q1_TopLeft,272.5,45.5
120,0,39,650,130,59,7670,0.0148,24.992,101.0,0.01511,Q3_BottomLeft,104.0,679.5
120,1,649,642,48,39,1872,0.00361,0.0,0.0,0.0,Q4_BottomRight,673.0,661.5
120,2,266,638,172,44,7568,0.0146,40.659,131.0,0.02426,Q3_BottomLeft,352.0,660.0
120,3,472,637,166,42,6972,0.01345,0.0,0.0,0.0,Q4_BottomRight,555.0,658.0
120,4,55,615,137,28,3836,0.0074,0.153,3.0,5e-05,Q3_BottomLeft,123.5,629.0
120,5,525,437,72,12,864,0.00167,1.588,6.0,0.00011,Q4_BottomRight,561.0,443.0
120,6,49,315,640,55,35200,0.0679,76.258,205.0,0.21164,Q2_TopRight,369.0,342.5
120,7,73,238,272,40,10880,0.02099,138.968,222.0,0.11921,Q1_TopLeft,209.0,258.0
120,8,77,160,265,67,17755,0.03425,122.389,219.0,0.17133,Q1_TopLeft,209.5,193.5
120,9,53,81,73,25,1825,0.00352,0.002,1.0,0.0,Q1_TopLeft,89.5,93.5
120,10,193,78,113,30,3390,0.00654,77.591,140.0,0.02074,Q1_TopLeft,249.5,93.0
120,11,124,11,485,43,20855,0.04023,9.907,118.0,0.01629,Q2_TopRight,366.5,32.5
859,0,226,280,67,51,3417,0.00659,211.245,227.0,0.05743,Q1_TopLeft,259.5,305.5
405,0,398,482,53,101,5353,0.01033,15.766,106.0,0.0046,Q4_BottomRight,424.5,532.5
405,1,384,424,26,30,780,0.0015,22.637,65.0,0.00096,Q4_BottomRight,397.0,439.0
405,2,246,422,40,89,3560,0.00687,125.171,199.0,0.02426,Q3_BottomLeft,266.0,466.5
405,3,267,389,26,30,780,0.0015,193.312,210.0,0.00821,Q3_BottomLeft,280.0,404.0
405,4,366,341,35,78,2730,0.00527,8.858,56.0,0.00132,Q4_BottomRight,383.5,380.0
405,5,278,283,35,78,2730,0.00527,167.938,223.0,0.02496,Q1_TopLeft,295.5,322.0
405,6,21,127,351,84,29484,0.05688,165.053,242.0,0.26498,Q1_TopLeft,196.5,169.0
405,7,27,67,448,45,20160,0.03889,161.427,239.0,0.1772,Q1_TopLeft,251.0,89.5
405,8,141,20,32,26,832,0.0016,24.226,62.0,0.0011,Q1_TopLeft,157.0,33.0
405,9,398,18,101,30,3030,0.00584,9.682,39.0,0.0016,Q2_TopRight,448.5,33.0
405,10,342,18,53,29,1537,0.00296,10.973,52.0,0.00092,Q2_TopRight,368.5,32.5
405,11,17,18,123,30,3690,0.00712,23.032,84.0,0.00463,Q1_TopLeft,78.5,33.0
405,12,177,17,163,31,5053,0.00975,37.072,107.0,0.0102,Q1_TopLeft,258.5,32.5
292,0,452,641,199,52,10348,0.01996,72.63,209.0,0.0671,Q4_BottomRight,551.5,667.0
292,1,516,2,94,86,8084,0.01559,80.722,177.0,0.05826,Q2_TopRight,563.0,45.0
913,0,404,438,102,67,6834,0.01318,126.478,194.0,0.0783,Q4_BottomRight,455.0,471.5
913,1,44,139,100,44,4400,0.00849,172.813,235.0,0.06888,Q1_TopLeft,94.0,161.0
913,2,47,95,95,44,4180,0.00806,181.964,232.0,0.0689,Q1_TopLeft,94.5,117.0
35,0,587,153,30,22,660,0.00127,0.0,0.0,0.0,Q2_TopRight,602.0,164.0
35,1,0,71,51,45,2295,0.00443,0.0,0.0,0.0,Q1_TopLeft,25.5,93.5
230,0,564,567,17,10,170,0.00033,23.047,38.0,0.00044,Q4_BottomRight,572.5,572.0
230,1,563,548,20,10,200,0.00039,3.31,9.0,7e-05,Q4_BottomRight,573.0,553.0
230,2,196,340,125,35,4375,0.00844,151.04,220.0,0.07337,Q1_TopLeft,258.5,357.5
541,0,567,469,53,30,1590,0.00307,74.484,155.0,0.00788,Q4_BottomRight,593.5,484.0
541,1,621,462,40,23,920,0.00177,96.561,171.0,0.00591,Q4_BottomRight,641.0,473.5
541,2,526,422,108,48,5184,0.01,155.415,207.0,0.05358,Q4_BottomRight,580.0,446.0
541,3,375,326,282,121,34122,0.06582,160.176,215.0,0.36345,Q4_BottomRight,516.0,386.5
541,4,116,307,211,127,26797,0.05169,96.093,216.0,0.17124,Q3_BottomLeft,221.5,370.5
541,5,560,254,60,19,1140,0.0022,5.641,24.0,0.00043,Q2_TopRight,590.0,263.5
541,6,559,231,86,22,1892,0.00365,0.141,3.0,2e-05,Q2_TopRight,602.0,242.0
